Department,Degree,Major and Degree,Fiscal Year,Count of Sheet1
FINA,BS,Finance (MULTBS),2017,1
FINA,BS,Finance (BS),2017,82
FINA,BS,Finance (BS),2016,88
FINA,BS,Finance (BS),2015,64
FINA,MS,Finance (MS),2025,19
FINA,MS,Finance (MS),2024,9
FINA,MS,Finance (MS),2023,10
FINA,MS,Finance (MS),2022,13
FINA,MS,Financial Risk Management (MS),2021,1
FINA,MS,Finance (MS),2021,15
FINA,MS,Financial Risk Management (MS),2020,3
FINA,MS,Finance (MS),2020,1
FINA,MS,Financial Risk Management (MS),2019,6
FINA,MS,Financial Risk Management (MS),2018,3
FINA,MULTBS,Finance (MULTBS),2016,1
FL,BA,World Lang & Cultures: Spanish & Hispanic Studies (MULTBA),2025,1
FL,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2025,14
FL,BA,World Lang & Cultures: German Studies (BA),2025,1
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2025,3
FL,BA,World Lang & Cultures: Spanish & Hispanic Studies (MULTBA),2024,1
FL,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2024,11
FL,BA,World Lang & Cultures: German Studies (BA),2024,1
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2024,4
FL,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2023,22
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2023,6
FL,BA,Spanish Language & Literature (BA),2023,1
FL,BA,French: French and Francophone Studies (MULTBA),2023,1
FL,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2022,13
FL,BA,World Lang & Cultures: German Studies (BA),2022,2
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2022,2
FL,BA,Spanish Translation & Business (BA),2022,3
FL,BA,Spanish Language & Literature (BA),2022,1
FL,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2021,10
FL,BA,World Lang & Cultures: German Studies (BA),2021,1
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2021,4
FL,BA,Spanish Translation & Business (MULTBA),2021,1
FL,BA,Spanish Translation & Business (BA),2021,5
FL,BA,Spanish Language & Literature (BA),2021,6
FL,BA,German - Language & Literature (BA),2021,1
FL,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2020,7
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2020,3
FL,BA,Spanish Translation & Business (BA),2020,5
FL,BA,Spanish Language & Literature (BA),2020,10
FL,BA,German - Translation & Business (BA),2020,1
FL,BA,German - Language & Literature (BA),2020,1
FL,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2019,1
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2019,5
FL,BA,Spanish Translation & Business (BA),2019,17
FL,BA,Spanish Language & Literature (BA),2019,12
FL,BA,German - Language & Literature (BA),2019,2
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2018,4
FL,BA,Spanish Translation & Business (BA),2018,12
FL,BA,Spanish Language & Literature (BA),2018,16
FL,BA,German - Translation & Business (BA),2018,2
FL,BA,German - Language & Literature (BA),2018,1
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2017,2
FL,BA,Spanish Translation & Business (MULTBA),2017,1
FL,BA,Spanish Translation & Business (BA),2017,19
FL,BA,Spanish Language & Literature (BA),2017,8
FL,BA,German - Translation & Business (BA),2017,2
FL,BA,German - Language & Literature (BA),2017,2
FL,BA,French - Translation & Business (BA),2017,6
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2016,2
FL,BA,Spanish Translation & Business (BA),2016,15
FL,BA,Spanish Language & Literature (BA),2016,12
FL,BA,German - Language & Literature (BA),2016,2
FL,BA,French - Translation & Business (BA),2016,2
FL,BA,World Lang & Cultures: French & Francophone Studies (BA),2015,6
FL,BA,Spanish Translation & Business (BA),2015,13
FL,BA,Spanish Language & Literature (BA),2015,25
FL,BA,German - Translation & Business (BA),2015,1
FL,BA,German - Language & Literature (BA),2015,2
FL,BA,French - Translation & Business (BA),2015,4
FL,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2025,2
FL,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2024,1
FL,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2023,2
FL,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2022,3
FL,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2021,4
FL,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2020,4
FL,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2019,1
FL,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2018,3
FL,MA,Foreign Languages - French (MA),2017,2
FL,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2016,6
FL,MA,Foreign Languages - French (MA),2016,1
FL,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2015,4
FL,MA,Foreign Languages - French (MA),2015,2
FL,MULTBA,Spanish Language & Literature (MULTBA),2015,1
GEOG,BA,Geography (BA),2021,1
GEOG,BA,Geography (BA),2018,2
GEOG,BA,Geography (BA),2017,2
GEOG,BA,Geography (BA),2016,1
GEOG,BA,Geography (BA),2015,1
GEOG,BS,Meteorology (BS),2022,7
GEOG,BS,Geography (BS),2022,13
GEOG,BS,Meteorology (MULTBS),2021,1
GEOG,BS,Meteorology (BS),2021,7
GEOG,BS,Geography-Geomatics (BS),2021,1
GEOG,BS,Geography (BS),2021,6
GEOG,BS,Meteorology (BS),2020,13
GEOG,BS,Geography-Geomatics (BS),2020,2
GEOG,BS,Geography (BS),2020,11
GEOG,BS,Meteorology (BS),2019,15
GEOG,BS,Geography-Geomatics (BS),2019,1
GEOG,BS,Geography (BS),2019,14
GEOG,BS,Meteorology (BS),2018,13
GEOG,BS,Geography-Geomatics (BS),2018,4
GEOG,BS,Geography (MULTBS),2018,1
GEOG,BS,Geography (BS),2018,10
GEOG,BS,Meteorology (BS),2017,13
GEOG,BS,Geography-Geomatics (BS),2017,3
GEOG,BS,Geography (BS),2017,9
GEOG,BS,Meteorology (BS),2016,10
GEOG,BS,Geography-Geomatics (BS),2016,1
GEOG,BS,Geography (BS),2016,14
GEOG,BS,Meteorology (BS),2015,23
GEOG,BS,Geography (BS),2015,11
GEOG,MS,Geography (MS),2022,4
GEOG,MS,Geography (MS),2021,2
GEOG,MS,Geography (MS),2020,4
GEOG,MS,Geography (MS),2019,3
GEOG,MS,Geography (MS),2018,3
GEOG,MS,Geography (MS),2017,7
GEOG,MS,Geography (MS),2016,8
GEOG,MS,Geography (MS),2015,2
GEOG,MULTBS,Meteorology (MULTBS),2015,1
GEOG,MULTBS,Geography (MULTBS),2015,1
GEOG,PHD,Geography (PHD),2022,1
GEOG,PHD,Geography (PHD),2021,2
GEOG,PHD,Geography (PHD),2019,4
GEOG,PHD,Geography (PHD),2018,1
GEOG,PHD,Geography (PHD),2017,2
GEOG,PHD,Geography (PHD),2016,1
GEOL,BS,Geology - Geology (BS),2022,11
GEOL,BS,Geology - Environmental Geosciences (BS),2022,2
GEOL,BS,Geology - Geology (BS),2021,4
GEOL,BS,Geology - Environmental Geosciences (BS),2021,1
GEOL,BS,Geology - Geology (BS),2020,8
GEOL,BS,Geology - Environmental Geosciences (BS),2020,3
GEOL,BS,Geology - Geology (BS),2019,8
GEOL,BS,Geology - Environmental Geosciences (BS),2019,2
GEOL,BS,Geology - Geology (BS),2018,7
GEOL,BS,Geology - Environmental Geosciences (BS),2018,7
GEOL,BS,Geology - Geology (BS),2017,9
GEOL,BS,Geology - Environmental Geosciences (BS),2017,8
GEOL,BS,Geology - Geology (BS),2016,5
GEOL,BS,Geology - Environmental Geosciences (BS),2016,8
GEOL,BS,Geology - Geology (BS),2015,10
GEOL,BS,Geology - Environmental Geosciences (BS),2015,13
GEOL,BS,Geology - Earth & Space Science Education (BS),2015,3
GEOL,MS,Geology (MS),2022,8
GEOL,MS,Geology (MS),2021,5
GEOL,MS,Geology (MS),2020,9
GEOL,MS,Geology (MS),2019,7
GEOL,MS,Geology (MS),2018,7
GEOL,MS,Geology (MS),2017,17
GEOL,MS,Geology (MS),2016,7
GEOL,MS,Geology (MS),2015,10
GEOL,MULTMS,Geology (MULTMS),2019,1
GEOL,PHD,Geology (PHD),2022,2
GEOL,PHD,Geology (PHD),2019,1
GEOL,PHD,Geology (PHD),2018,1
GEOL,PHD,Geology (PHD),2017,1
HIST,BA,History (MULTBA),2025,1
HIST,BA,History (BA),2025,26
HIST,BA,History (BA),2024,36
HIST,BA,History (BA),2023,26
HIST,BA,History (BA),2022,39
HIST,BA,History (MULTBA),2021,1
HIST,BA,History (BA),2021,32
HIST,BA,History (BA),2020,30
HIST,BA,History (MULTBA),2019,1
HIST,BA,History (BA),2019,45
HIST,BA,History (MULTBA),2018,1
HIST,BA,History (BA),2018,37
HIST,BA,History (MULTBA),2017,3
HIST,BA,History (BA),2017,37
HIST,BA,History (BA),2016,37
HIST,BA,History (BA),2015,53
HIST,BS,History (BS),2025,7
HIST,BS,History (BS),2024,4
HIST,BS,History (BS),2023,7
HIST,BS,History (BS),2022,7
HIST,BS,History (BS),2021,8
HIST,BS,History (MULTBS),2020,1
HIST,BS,History (BS),2020,8
HIST,BS,History (BS),2019,12
HIST,BS,History (BS),2018,5
HIST,BS,History (BS),2017,11
HIST,BS,History (BS),2016,12
HIST,BS,History (BS),2015,15
HIST,MA,History (MA),2025,7
HIST,MA,History (MA),2024,9
HIST,MA,History (MA),2023,7
HIST,MA,History (MA),2022,6
HIST,MA,History (MA),2021,9
HIST,MA,History (MA),2020,5
HIST,MA,History (MA),2019,5
HIST,MA,History (MA),2018,7
HIST,MA,History (MA),2017,7
HIST,MA,History (MA),2016,9
HIST,MA,History (MA),2015,9
HIST,MULTBA,History (MULTBA),2016,3
HIST,MULTBA,History (MULTBA),2015,2
HIST,PHD,History (PHD),2025,4
HIST,PHD,History (PHD),2024,2
HIST,PHD,History (PHD),2023,2
HIST,PHD,History (PHD),2022,1
HIST,PHD,History (PHD),2021,1
HIST,PHD,History (PHD),2020,3
HIST,PHD,History (PHD),2019,2
HIST,PHD,History (PHD),2018,3
HIST,PHD,History (PHD),2017,3
HIST,PHD,History (PHD),2016,4
HIST,PHD,History (PHD),2015,1
HLTH,BS,Public Health-Health Promotion (BS),2025,2
HLTH,BS,Public Health-Environment and Health (BS),2025,2
HLTH,BS,Public Health - Health Administration (BS),2025,13
HLTH,BS,Public Health - Gen Public Health (BS),2025,4
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2025,9
HLTH,BS,Medical Laboratory Sciences (BS),2025,16
HLTH,BS,Public Health-Health Promotion (BS),2024,4
HLTH,BS,Public Health-Environment and Health (BS),2024,1
HLTH,BS,Public Health - Health Administration (BS),2024,25
HLTH,BS,Public Health - Gen Public Health (BS),2024,3
HLTH,BS,"Nutrition, Dietetics, and Wellness (MULTBS)",2024,1
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2024,14
HLTH,BS,Medical Laboratory Sciences (BS),2024,22
HLTH,BS,Public Health-Health Promotion (BS),2023,5
HLTH,BS,Public Health-Environment and Health (BS),2023,2
HLTH,BS,Public Health - Health Administration (BS),2023,18
HLTH,BS,Public Health - Gen Public Health (BS),2023,1
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2023,23
HLTH,BS,Medical Laboratory Sciences (BS),2023,20
HLTH,BS,Public Health-Health Promotion (BS),2022,8
HLTH,BS,Public Health-Environment and Health (BS),2022,6
HLTH,BS,Public Health - Health Administration (BS),2022,25
HLTH,BS,Public Health - Gen Public Health (BS),2022,6
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2022,26
HLTH,BS,Medical Laboratory Sciences (BS),2022,19
HLTH,BS,Public Health: General Public Health (MULTBS),2021,1
HLTH,BS,Public Health-Health Promotion (BS),2021,11
HLTH,BS,Public Health-Environment and Health (BS),2021,8
HLTH,BS,Public Health - Health Administration (BS),2021,35
HLTH,BS,Public Health - Gen Public Health (BS),2021,9
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2021,22
HLTH,BS,Medical Laboratory Sciences (BS),2021,18
HLTH,BS,Public Health-Health Promotion (BS),2020,18
HLTH,BS,Public Health-Environment and Health (BS),2020,7
HLTH,BS,Public Health - Health Administration (BS),2020,38
HLTH,BS,Public Health - Gen Public Health (BS),2020,10
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2020,34
HLTH,BS,Medical Laboratory Sciences (BS),2020,21
HLTH,BS,Public Health-Health Promotion (BS),2019,30
HLTH,BS,Public Health-Environment and Health (BS),2019,8
HLTH,BS,Public Health - Health Administration (BS),2019,34
HLTH,BS,Public Health - Gen Public Health (BS),2019,17
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2019,30
HLTH,BS,Medical Laboratory Sciences (BS),2019,29
HLTH,BS,Public Health-Health Promotion (BS),2018,31
HLTH,BS,Public Health-Environment and Health (BS),2018,12
HLTH,BS,Public Health - Health Administration (BS),2018,42
HLTH,BS,Public Health - Gen Public Health (BS),2018,15
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2018,41
HLTH,BS,Medical Laboratory Sciences (BS),2018,29
HLTH,BS,Public Health-Health Promotion (BS),2017,18
HLTH,BS,Public Health-Environment and Health (BS),2017,15
HLTH,BS,Public Health - Health Administration (BS),2017,25
HLTH,BS,Public Health - Gen Public Health (BS),2017,9
HLTH,BSED,Health Education (BSED),2017,5
HLTH,MPH,Public Health - Health Services Management (MPH),2025,9
HLTH,MPH,Public Health - Health Promotion (MPH),2025,14
HLTH,MPH,Public Health - Health Services Management (MPH),2024,13
HLTH,MPH,Public Health - Health Promotion (MPH),2024,15
HLTH,MPH,Public Health - Health Services Management (MPH),2023,15
HLTH,MPH,Public Health - Health Promotion (MPH),2023,26
HLTH,MPH,Public Health - Health Services Management (MPH),2022,11
HLTH,MPH,Public Health - Health Promotion (MPH),2022,20
HLTH,MPH,Public Health - Health Services Management (MPH),2021,6
HLTH,MPH,Public Health - Health Promotion (MPH),2021,8
HLTH,MPH,Public Health - Health Services Management (MPH),2020,3
HLTH,MPH,Public Health - Health Promotion (MPH),2020,13
HLTH,MPH,Public Health - Health Services Management (MPH),2019,12
HLTH,MPH,Public Health - Health Promotion (MPH),2019,10
HLTH,MPH,Public Health - Health Services Management (MPH),2018,11
HLTH,MPH,Public Health - Health Promotion (MPH),2018,1
HLTH,MS,Nutrition and Dietetics (MS),2025,14
HLTH,MS,Nutrition and Dietetics (MS),2024,16
HLTH,MS,Nutrition and Dietetics (MS),2023,13
HLTH,MS,Nutrition and Dietetics (MS),2022,9
HLTH,MS,Nutrition and Dietetics (MS),2021,16
HLTH,MS,Nutrition and Dietetics (MS),2020,12
HLTH,MS,Nutrition and Dietetics (MS),2019,12
HLTH,MS,Nutrition and Dietetics (MS),2018,17
IHP,BS,Rehabilitation and Disability Services (MULTBS),2025,1
IHP,BS,Rehabilitation and Disability Services (BS),2025,12
IHP,BS,Health Sciences: General (MULTBS),2025,1
IHP,BS,Health Sciences: General (BS),2025,70
IHP,BS,Health Sciences: Degree Completion (BS),2025,15
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2025,26
IHP,BS,Rehabilitation and Disability Services (BS),2024,16
IHP,BS,Health Sciences: General (MULTBS),2024,1
IHP,BS,Health Sciences: General (BS),2024,60
IHP,BS,Health Sciences: Degree Completion (BS),2024,20
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2024,16
IHP,BS,Rehabilitation and Disability Services (BS),2023,26
IHP,BS,Health Sciences: General (BS),2023,58
IHP,BS,Health Sciences: Degree Completion (BS),2023,17
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2023,38
IHP,BS,Rehabilitation and Disability Services (MULTBS),2022,2
IHP,BS,Rehabilitation and Disability Services (BS),2022,32
IHP,BS,Health Sciences: General (BS),2022,53
IHP,BS,Health Sciences: Degree Completion (BS),2022,22
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2022,44
IHP,BS,Rehabilitation and Disability Services (MULTBS),2021,1
IHP,BS,Rehabilitation and Disability Services (BS),2021,51
IHP,BS,Health Sciences: General (BS),2021,45
IHP,BS,Health Sciences: Degree Completion (BS),2021,22
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2021,45
IHP,BS,Rehabilitation and Disability Services (BS),2020,70
IHP,BS,Health Sciences: General (BS),2020,40
IHP,BS,Health Sciences: Degree Completion (BS),2020,13
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2020,34
IHP,BS,Rehabilitation and Disability Services (BS),2019,87
IHP,BS,Health Sciences: General (BS),2019,14
IHP,BS,Health Sciences: Degree Completion (BS),2019,12
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2019,59
IHP,MS,Rehabilitation Counseling (MS),2025,7
IHP,MS,Health Sciences (MS),2025,3
IHP,MS,Rehabilitation Counseling (MS),2024,2
IHP,MS,Health Sciences (MS),2024,4
IHP,MS,Rehabilitation Counseling (MS),2023,5
IHP,MS,Health Sciences (MS),2023,3
IHP,MS,Rehabilitation Counseling (MS),2022,6
IHP,MS,Health Sciences (MS),2022,3
IHP,MS,Rehabilitation Counseling (MS),2021,6
IHP,MS,Health Sciences (MS),2021,2
IHP,MS,Rehabilitation Counseling (MS),2020,7
IHP,MS,Rehabilitation Counseling (MS),2019,10
ISYE,BS,Industrial & Systems Engineering (BS),2025,15
ISYE,BS,Health and Systems Engineering (BS),2025,1
ISYE,BS,Engineering Management (BS),2025,1
ISYE,BS,Industrial & Systems Engineering (BS),2024,13
ISYE,BS,Health and Systems Engineering (BS),2024,2
ISYE,BS,Engineering Management (BS),2024,4
ISYE,BS,ISYE-Manufacturing Systems (BS),2023,1
ISYE,BS,Industrial & Systems Engineering (BS),2023,5
ISYE,BS,Engineering Management (BS),2023,5
ISYE,BS,ISYE-Manufacturing Systems (BS),2022,3
ISYE,BS,Industrial & Systems Engineering (BS),2022,14
ISYE,BS,Engineering Management (BS),2022,4
ISYE,BS,ISYE-Manufacturing Systems (BS),2021,3
ISYE,BS,Industrial & Systems Engineering (BS),2021,15
ISYE,BS,Health and Systems Engineering (BS),2021,2
ISYE,BS,Engineering Management (BS),2021,8
ISYE,BS,Industrial & Systems Engineering (BS),2020,18
ISYE,BS,Health and Systems Engineering (BS),2020,1
ISYE,BS,Engineering Management (BS),2020,4
ISYE,BS,Industrial & Systems Engineering (BS),2019,17
ISYE,BS,Health and Systems Engineering (BS),2019,1
ISYE,BS,Engineering Management (BS),2019,10
ISYE,BS,ISYE-Manufacturing Systems (BS),2018,2
ISYE,BS,Industrial & Systems Engineering (BS),2018,16
ISYE,BS,Health and Systems Engineering (BS),2018,1
ISYE,BS,Engineering Management (BS),2018,9
ISYE,BS,ISYE-Manufacturing Systems (BS),2017,3
ISYE,BS,Industrial & Systems Engineering (BS),2017,19
ISYE,BS,Health and Systems Engineering (BS),2017,3
ISYE,BS,Engineering Management (BS),2017,12
ISYE,BS,ISYE-Manufacturing Systems (BS),2016,4
ISYE,BS,Industrial & Systems Engineering (BS),2016,17
ISYE,BS,Engineering Management (BS),2016,11
ISYE,BS,ISYE-Manufacturing Systems (BS),2015,3
ISYE,BS,Industrial & Systems Engineering (BS),2015,14
ISYE,BS,Health and Systems Engineering (BS),2015,2
ISYE,BS,Engineering Management (BS),2015,3
ISYE,MS,ISYE-Engineering Management (MS),2025,16
ISYE,MS,Industrial and Systems Engineering (MS),2025,24
ISYE,MS,ISYE-Engineering Management (MS),2024,8
ISYE,MS,Industrial and Systems Engineering (MS),2024,47
ISYE,MS,ISYE-Engineering Management (MS),2023,16
ISYE,MS,Industrial and Systems Engineering (MS),2023,33
ISYE,MS,ISYE-Engineering Management (MS),2022,11
ISYE,MS,Industrial and Systems Engineering (MS),2022,24
ISYE,MS,ISYE-Engineering Management (MS),2021,11
ISYE,MS,Industrial and Systems Engineering (MS),2021,42
ISYE,MS,ISYE-Engineering Management (MS),2020,10
ISYE,MS,Industrial and Systems Engineering (MS),2020,58
ISYE,MS,ISYE-Engineering Management (MS),2019,3
ISYE,MS,Industrial and Systems Engineering (MS),2019,55
ISYE,MS,ISYE-Engineering Management (MS),2018,4
ISYE,MS,Industrial and Systems Engineering (MS),2018,68
ISYE,MS,ISYE-Engineering Management (MS),2017,6
ISYE,MS,Industrial and Systems Engineering (MS),2017,82
ISYE,MS,Industrial and Systems Engineering (MS),2016,41
ISYE,MS,Industrial and Systems Engineering (MS),2015,39
ISYE,PHD,Industrial and Systems Engineering (PHD),2025,1
KNPE,BS,Sport Management (BS),2025,53
KNPE,BS,Kinesiology (BS),2025,55
KNPE,BS,Sport Management (MULTBS),2024,1
KNPE,BS,Sport Management (BS),2024,44
KNPE,BS,Kinesiology (BS),2024,58
KNPE,BS,Sport Management (BS),2023,24
KNPE,BS,Kinesiology (BS),2023,60
KNPE,BS,Sport Management (BS),2022,36
KNPE,BS,Kinesiology (BS),2022,70
KNPE,BS,Sport Management (BS),2021,17
KNPE,BS,Kinesiology (BS),2021,54
KNPE,BS,Athletic Training (BS),2021,11
KNPE,BS,Kinesiology (BS),2020,62
KNPE,BS,Athletic Training (BS),2020,20
KNPE,BS,Kinesiology (BS),2019,74
KNPE,BS,Athletic Training (BS),2019,16
KNPE,BS,Kinesiology (BS),2018,72
KNPE,BS,Athletic Training (BS),2018,24
KNPE,BS,Kinesiology (BS),2017,97
KNPE,BS,Athletic Training (BS),2017,19
KNPE,BS,Kinesiology (BS),2016,65
KNPE,BS,Athletic Training (BS),2016,16
KNPE,BS,Kinesiology (BS),2015,50
KNPE,BS,Athletic Training (BS),2015,22
KNPE,BSED,Physical Education (BSED),2025,25
KNPE,BSED,Physical Education (BSED),2024,28
KNPE,BSED,Physical Education (BSED),2023,27
KNPE,BSED,Physical Education (BSED),2022,29
KNPE,BSED,Physical Education (BSED),2021,27
KNPE,BSED,Physical Education (BSED),2020,23
KNPE,BSED,Physical Education (BSED),2019,14
KNPE,BSED,Physical Education (BSED),2018,17
KNPE,BSED,Physical Education (BSED),2017,22
KNPE,BSED,Physical Education (BSED),2016,25
KNPE,BSED,Physical Education (BSED),2015,28
KNPE,MS,Sport Management (MS),2025,25
KNPE,MS,Kinesiology and Physical Education - Sport and Exercise Psychology (MS),2025,6
KNPE,MS,Kinesiology and Physical Education - Physical Education Pedagogy (MS),2025,11
KNPE,MS,Kinesiology and Physical Education - Exercise Physiology (MS),2025,10
KNPE,MS,Athletic Training (MS),2025,8
KNPE,MS,Sport Management (MS),2024,19
KNPE,MS,Kinesiology and Physical Education - Sport and Exercise Psychology (MS),2024,13
KNPE,MS,Kinesiology and Physical Education - Physical Education Pedagogy (MS),2024,14
KNPE,MS,Kinesiology and Physical Education - Exercise Physiology (MS),2024,4
KNPE,MS,Athletic Training (MS),2024,7
KNPE,MS,Sport Management (MS),2023,17
KNPE,MS,Kinesiology and Physical Education - Sport and Exercise Psychology (MS),2023,9
KNPE,MS,Kinesiology and Physical Education - Physical Education Pedagogy (MS),2023,2
KNPE,MS,Kinesiology and Physical Education - Exercise Physiology (MS),2023,8
KNPE,MS,Athletic Training (MS),2023,7
KNPE,MS,Sport Management (MS),2022,28
KNPE,MS,Kinesiology and Physical Education - Sport and Exercise Psychology (MS),2022,4
KNPE,MS,Kinesiology and Physical Education - Physical Education Pedagogy (MS),2022,4
KNPE,MS,Kinesiology and Physical Education - Exercise Physiology (MS),2022,1
KNPE,MS,Sport Management (MS),2021,27
KNPE,MS,Sport Management (MS),2020,25
KNPE,MS,Sport Management (MS),2019,26
KNPE,MS,Sport Management (MS),2018,31
KNPE,MS,Sport Management (MS),2017,31
KNPE,MS,Sport Management (MS),2016,39
KNPE,MS,Sport Management (MS),2015,31
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2024,4
KNPE,MSED,Sport and Exercise Psychology (MSED),2023,1
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2023,3
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2023,7
KNPE,MSED,Sport and Exercise Psychology (MSED),2022,13
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2022,9
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2022,13
KNPE,MSED,Sport and Exercise Psychology (MSED),2021,9
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2021,18
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2021,6
KNPE,MSED,Adapted Physical Education (MSED),2021,4
KNPE,MSED,Sport and Exercise Psychology (MSED),2020,16
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2020,13
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2020,2
KNPE,MSED,Adapted Physical Education (MSED),2020,2
KNPE,MSED,Sport and Exercise Psychology (MSED),2019,10
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2019,15
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2019,8
KNPE,MSED,Adapted Physical Education (MSED),2019,4
KNPE,MSED,Sport and Exercise Psychology (MSED),2018,5
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2018,10
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2018,7
KNPE,MSED,Adapted Physical Education (MSED),2018,7
KNPE,MSED,Sport and Exercise Psychology (MSED),2017,2
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2017,15
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2017,3
KNPE,MSED,Adapted Physical Education (MSED),2017,5
KNPE,MSED,Sport and Exercise Psychology (MSED),2016,7
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2016,13
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2016,9
KNPE,MSED,Adapted Physical Education (MSED),2016,3
KNPE,MSED,Sport and Exercise Psychology (MSED),2015,9
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2015,11
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2015,6
KNPE,MSED,Adapted Physical Education (MSED),2015,4
KNPE,PHD,Kinesiology and Physical Education (PHD),2025,1
KNPE,PHD,Kinesiology and Physical Education (PHD),2023,1
LAW,JD,Law (JD),2025,109
LAW,JD,Law (JD),2024,94
LAW,JD,Law (JD),2023,90
LAW,JD,Law (JD),2022,104
LAW,JD,Law (JD),2021,73
LAW,JD,Law (JD),2020,80
LAW,JD,Law (JD),2019,85
LAW,JD,Law (JD),2018,77
LAW,JD,Law (JD),2017,70
LAW,JD,Law (JD),2016,88
LAW,JD,Law (JD),2015,100
LEPF,EDD,Educational Leadership and Policy Studies (EDD),2025,5
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2025,9
LEPF,EDD,Educational Leadership and Policy Studies (EDD),2024,2
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2024,14
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2023,13
LEPF,EDD,Educational Administration (EDD),2023,2
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2022,11
LEPF,EDD,Educational Administration (EDD),2022,2
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2021,4
LEPF,EDD,Educational Administration (EDD),2021,3
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2020,2
LEPF,EDD,Educational Administration (EDD),2020,6
LEPF,EDD,Educational Administration (EDD),2019,7
LEPF,EDD,Educational Administration (EDD),2018,12
LEPF,EDD,Curriculum and Instruction - Secondary Education (EDD),2018,1
LEPF,EDD,Curriculum and Instruction - Curriculum Leadership (EDD),2018,14
LEPF,EDD,Educational Psychology (EDD),2017,1
LEPF,EDD,Educational Administration (EDD),2017,13
